BOWLING,O,M,R,W,ECON,0s,4s,6s,WD,NB
Richard Collinge,12,5,23,1,1.92,-,-,-,0,0
Sir Richard Hadlee,12,6,10,0,0.83,-,-,-,0,0
Brian McKechnie,12,2,39,0,3.25,-,-,-,0,0
Dayle Hadlee,12,1,21,3,1.75,-,-,-,0,0
Hedley Howarth,12,3,29,3,2.42,-,-,-,0,0
