BOWLING,O,M,R,W,ECON,0s,4s,6s,WD,NB
John Nagenda,9,1,50,1,5.56,-,-,-,0,0
Frasat Ali,9,0,50,0,5.56,-,-,-,0,0
Parbhu Nana,12,2,34,1,2.83,-,-,-,0,0
Ramesh Sethi,10,1,51,1,5.10,-,-,-,0,0
Zulfiqar Ali,12,0,71,1,5.92,-,-,-,0,0
Mehmood Quaraishy,8,0,39,1,4.88,-,-,-,0,0
