BOWLING,O,M,R,W,ECON,0s,4s,6s,WD,NB
Javagal Srinath,9.1,1,30,4,3.27,40,2,0,1,1
Zaheer Khan,8,1,17,1,2.13,41,0,0,9,0
Harbhajan Singh,10,1,20,1,2.00,43,0,0,0,0
Anil Kumble,10,1,32,4,3.20,46,4,0,1,1
Sourav Ganguly,4,0,14,0,3.50,15,1,0,2,0
Sachin Tendulkar,4,0,9,0,2.25,15,0,0,0,0
Virender Sehwag,3,0,6,0,2.00,12,0,0,0,0
