BOWLING,O,M,R,W,ECON,0s,4s,6s,WD,NB
Edgar Schiferli,10,2,49,0,4.90,32,6,0,0,0
Roland Lefebvre,9,1,27,1,3.00,37,2,0,2,0
Tim de Leede,9.5,0,35,4,3.56,38,2,0,2,0
Feiko Kloppenburg,10,0,40,1,4.00,32,0,0,3,1
Adeel Raja,9,0,47,2,5.22,25,3,1,0,0
Luuk van Troost,1,0,4,0,4.00,3,0,0,0,0
