BOWLING,O,M,R,W,ECON,0s,4s,6s,WD,NB
Kapil Dev,11,4,21,1,1.91,-,-,-,0,0
Balwinder Sandhu,9,1,32,2,3.56,-,-,-,0,0
Madan Lal,12,2,31,3,2.58,-,-,-,0,0
Roger Binny,10,1,23,1,2.30,-,-,-,0,0
Mohinder Amarnath,7,0,12,3,1.71,-,-,-,0,0
Kirti Azad,3,0,7,0,2.33,-,-,-,0,0
