BATSMEN,,R,B,M,4s,6s,SR
Jan-Berrie Burger,c Ponting b McGrath,4,4,2,1,0,100.00
Stefan Swanepoel,c Ponting b Lee,2,8,15,0,0,25.00
Morne Karg,c Gilchrist b McGrath,4,14,21,0,0,28.57
Danie Keulder,c Gilchrist b McGrath,3,20,26,0,0,15.00
Gavin Murgatroyd,lbw b McGrath,0,3,8,0,0,0.00
Deon Kotze,c Gilchrist b McGrath,10,14,31,1,0,71.43
Louis Burger,c Gilchrist b McGrath,1,11,11,0,0,9.09
Melt van Schoor,c Gilchrist b Bichel,6,10,18,1,0,60.00
Bjorn Kotze,b McGrath,0,3,2,0,0,0.00
Burton van Rooi,not out,0,1,9,0,0,0.00
Rudi van Vuuren,c Gilchrist b Bichel,0,1,9,0,0,0.00
