BOWLING,O,M,R,W,ECON,0s,4s,6s,WD,NB
Mohammed Shami,9.5,1,40,4,4.07,38,4,0,3,0
Jasprit Bumrah,10,1,39,2,3.90,37,1,1,0,0
Yuzvendra Chahal,10,0,36,2,3.60,41,5,0,0,0
Hardik Pandya,10,1,51,2,5.10,32,3,0,2,0
Kuldeep Yadav,10,0,39,0,3.90,30,2,0,0,0
