BOWLING,O,M,R,W,ECON,0s,4s,6s,WD,NB
Wasim Akram,9,0,27,1,3.00,39,1,0,2,5
Shoaib Akhtar,7,1,31,2,4.43,30,3,0,1,4
Azhar Mahmood,10,0,38,3,3.80,34,1,0,2,0
Saqlain Mushtaq,10,1,34,2,3.40,35,0,1,1,1
Shahid Afridi,6,1,26,0,4.33,22,2,0,1,2
Abdul Razzaq,8,0,36,0,4.50,29,0,0,2,0
