BOWLING,O,M,R,W,ECON,0s,4s,6s,WD,NB
Dion Nash,10,1,36,0,3.60,43,2,1,0,1
Geoff Allott,10,0,64,4,6.40,32,7,0,5,2
Gavin Larsen,10,0,35,0,3.50,31,1,0,0,0
Chris Cairns,7,0,46,1,6.57,23,6,0,1,0
Chris Harris,8,0,47,0,5.88,20,4,0,1,0
Nathan Astle,5,0,27,1,5.40,16,3,0,1,0
