BOWLING,O,M,R,W,ECON,0s,4s,6s,WD,NB
Bernard Julien,12,2,31,1,2.58,-,-,-,0,0
Sir Andy Roberts,10.4,1,39,3,3.66,-,-,-,0,0
Keith Boyce,11,0,38,2,3.45,-,-,-,0,0
Vanburn Holder,10,0,31,1,3.10,-,-,-,0,0
Sir Clive Lloyd,4,1,19,0,4.75,-,-,-,0,0
Sir Viv Richards,6,0,18,2,3.00,-,-,-,0,0
