BOWLING,O,M,R,W,ECON,0s,4s,6s,WD,NB
Mohammed Shami,8,2,35,3,4.38,37,4,1,5,0
Umesh Yadav,10,1,42,2,4.20,40,3,1,5,0
Ravichandran Ashwin,9,0,38,1,4.22,33,3,1,1,0
Mohit Sharma,9,2,35,1,3.89,38,3,1,4,0
Ravindra Jadeja,8.2,0,27,2,3.24,33,0,1,1,0
