BOWLING,O,M,R,W,ECON,0s,4s,6s,WD,NB
Mohammad Irfan,8,0,52,3,6.50,28,10,0,0,0
Sohail Khan,5,0,36,1,7.20,18,6,0,4,0
Rahat Ali,8,1,40,3,5.00,32,6,1,1,0
Shahid Afridi,5,0,28,0,5.60,19,2,2,0,0
Wahab Riaz,7.3,2,45,3,6.00,29,4,3,2,0
