BATSMEN,,R,B,M,4s,6s,SR
Shahriar Hossain,c Campbell b Walsh,2,5,10,0,0,40.00
Mehrab Hossain,c Chanderpaul b Simmons,64,129,173,4,1,49.61
Akram Khan,c Lara b Dillon,4,19,35,0,0,21.05
Aminul Islam,c Jacobs b King,2,24,28,0,0,8.33
Minhajul Abedin,c Jacobs b King,5,20,21,0,0,25.00
Naimur Rahman,lbw b Walsh,45,72,83,4,0,62.50
Khaled Mahmud,c Bryan b Walsh,13,15,25,0,0,86.67
Khaled Mashud,b King,4,6,5,0,0,66.67
Enamul Haque,c Lara b Walsh,4,7,10,0,0,57.14
Hasibul Hossain,b Bryan,1,3,4,0,0,33.33
Manjurul Islam,not out,0,2,2,0,0,0.00
