BOWLING,O,M,R,W,ECON,0s,4s,6s,WD,NB
Kapil Dev,4,0,6,0,1.50,-,-,-,2,0
Manoj Prabhakar,3,0,14,0,4.67,-,-,-,1,0
Javagal Srinath,4,0,20,0,5.00,-,-,-,1,0
Sachin Tendulkar,6,0,35,1,5.83,-,-,-,1,0
Venkatapathy Raju,2.1,0,17,0,7.85,-,-,-,0,0
