BOWLING,O,M,R,W,ECON,0s,4s,6s,WD,NB
Kagiso Rabada,10,0,65,0,6.50,30,8,1,1,0
Lungi Ngidi,9,0,64,3,7.11,26,7,2,0,0
Chris Morris,9,0,61,0,6.78,24,9,0,0,0
Andile Phehlukwayo,8,0,49,1,6.13,24,4,1,2,1
Imran Tahir,10,0,41,2,4.10,33,2,1,1,0
Aiden Markram,4,0,22,1,5.50,10,1,0,1,0
