BOWLING,O,M,R,W,ECON,0s,4s,6s,WD,NB
Pramodya Wickramasinghe,9,0,54,0,6.00,-,-,-,3,0
Champaka Ramanayake,10,1,42,1,4.20,-,-,-,3,4
Graeme Labrooy,10,1,68,1,6.80,-,-,-,2,0
Don Anurasiri,10,1,27,1,2.70,-,-,-,0,0
Asanka Gurusinha,10,0,67,2,6.70,-,-,-,1,0
Sanath Jayasuriya,1,0,12,0,12.00,-,-,-,0,0
