BOWLING,O,M,R,W,ECON,0s,4s,6s,WD,NB
Mustafizur Rahman,10,0,67,3,6.70,30,6,2,2,0
Mehidy Hasan,10,0,44,1,4.40,27,3,0,0,0
Mohammad Saifuddin,8,1,57,2,7.13,17,7,0,2,1
Shakib Al Hasan,10,0,50,1,5.00,21,2,0,0,0
Mashrafe Mortaza,6,0,49,0,8.17,6,5,0,0,0
Mosaddek Hossain,6,0,38,0,6.33,11,0,1,1,0
