BATSMEN,,R,B,M,4s,6s,SR
Mark Greatbatch,c Saleem Malik b Mushtaq Ahmed,42,67,106,5,1,62.69
Rod Latham,c Inzamam-ul-Haq b Aaqib Javed,6,9,18,1,0,66.67
Andrew Jones,lbw b Wasim Akram,2,3,5,0,0,66.67
Martin Crowe,c Aamer Sohail b Wasim Akram,3,20,23,0,0,15.00
Ken Rutherford,run out (Wasim Akram/Moin Khan),8,35,41,0,0,22.86
Chris Harris,st Moin Khan b Mushtaq Ahmed,1,6,6,0,0,16.67
Dipak Patel,c Mushtaq Ahmed b Aamer Sohail,7,13,27,0,0,53.85
Ian Smith,b Imran Khan,1,4,5,0,0,25.00
Gavin Larsen,b Wasim Akram,37,80,86,3,0,46.25
Danny Morrison,c Inzamam-ul-Haq b Wasim Akram,12,45,55,1,0,26.67
Willie Watson,not out,5,13,17,0,0,38.46
