BOWLING,O,M,R,W,ECON,0s,4s,6s,WD,NB
Sir Andy Roberts,9.1,0,32,2,3.49,-,-,-,0,0
Michael Holding,12,2,33,4,2.75,-,-,-,0,0
Joel Garner,12,1,42,1,3.50,-,-,-,0,0
Colin Croft,10,1,31,1,3.10,-,-,-,0,0
Collis King,10,1,36,1,3.60,-,-,-,0,0
