BOWLING,O,M,R,W,ECON,0s,4s,6s,WD,NB
Abdul Razzaq,7,2,16,1,2.29,33,1,0,1,0
Umar Gul,7,1,20,1,2.86,33,1,0,4,0
Shahid Afridi,10,0,23,5,2.30,47,2,0,3,0
Wahab Riaz,5.5,0,23,1,3.94,25,3,0,2,0
Saeed Ajmal,8,0,31,1,3.88,30,1,0,3,0
Mohammad Hafeez,5,0,21,0,4.20,21,2,1,0,0
