BATSMEN,,R,B,M,4s,6s,SR
Martin Guptill,b Maxwell,15,34,48,1,1,44.12
Brendon McCullum,b Starc,0,3,3,0,0,0.00
Kane Williamson,c & b Johnson,12,33,52,1,0,36.36
Ross Taylor,c Haddin b Faulkner,40,72,104,2,0,55.56
Grant Elliott,c Haddin b Faulkner,83,82,133,7,1,101.22
Corey Anderson,b Faulkner,0,2,3,0,0,0.00
Luke Ronchi,c Clarke b Starc,0,4,6,0,0,0.00
Daniel Vettori,b Johnson,9,21,23,1,0,42.86
Tim Southee,run out (Maxwell),11,11,21,0,1,100.00
Matt Henry,c Starc b Johnson,0,7,14,0,0,0.00
Trent Boult,not out,0,1,3,0,0,0.00
