BOWLING,O,M,R,W,ECON,0s,4s,6s,WD,NB
Derek Pringle,6.2,1,34,0,5.37,-,-,-,1,1
Phil DeFreitas,8.3,1,45,1,5.29,-,-,-,0,0
Sir Ian Botham,4,0,19,1,4.75,-,-,-,0,0
Richard Illingworth,9,1,46,0,5.11,-,-,-,0,0
Graeme Hick,6,0,26,0,4.33,-,-,-,0,0
Dermot Reeve,3,0,9,0,3.00,-,-,-,0,0
Gladstone Small,4,0,13,0,3.25,-,-,-,0,0
