BOWLING,O,M,R,W,ECON,0s,4s,6s,WD,NB
Mashrafe Mortaza,10,1,38,2,3.80,38,3,0,0,3
Shahadat Hossain,9,1,51,0,5.67,33,3,1,1,2
Abdur Razzak,9,0,48,0,5.33,28,2,2,2,0
Mohammad Rafique,10,0,42,0,4.20,27,1,0,2,0
Shakib Al Hasan,10,0,44,1,4.40,26,1,0,0,0
Aftab Ahmed,2,0,8,0,4.00,5,0,0,1,0
