BATSMEN,,R,B,M,4s,6s,SR
Sourav Ganguly,c Smits b Lefebvre,8,32,39,0,0,25.00
Sachin Tendulkar,c Smits b de Leede,52,72,91,7,0,72.22
Virender Sehwag,c Zuiderent b Kloppenburg,6,9,15,1,0,66.67
Rahul Dravid,b de Leede,17,38,45,0,0,44.74
Yuvraj Singh,c & b Adeel Raja,37,56,87,3,0,66.07
Mohammad Kaif,c Lefebvre b Adeel Raja,9,21,25,0,0,42.86
Dinesh Mongia,run out (Kloppenburg/de Leede),42,49,78,2,0,85.71
Harbhajan Singh,b de Leede,13,8,12,0,1,162.50
Anil Kumble,run out (Scholte/de Leede),9,7,9,0,0,128.57
Zaheer Khan,lbw b de Leede,0,2,5,0,0,0.00
Javagal Srinath,not out,0,0,1,0,0,0.00
