BOWLING,O,M,R,W,ECON,0s,4s,6s,WD,NB
Shane Bond,10,0,73,1,7.30,28,11,0,3,2
Andre Adams,9,0,57,1,6.33,33,8,1,4,0
Jacob Oram,8,0,52,2,6.50,26,6,1,3,1
Scott Styris,10,0,44,1,4.40,36,4,1,1,0
Daniel Vettori,10,0,58,1,5.80,25,4,2,0,0
Nathan Astle,3,0,16,0,5.33,6,1,0,0,0
