BOWLING,O,M,R,W,ECON,0s,4s,6s,WD,NB
Roland Lefebvre,10,1,40,1,4.00,-,-,-,0,0
Paul-Jan Bakker,8,0,46,1,5.75,-,-,-,4,0
Floris Jansen,7,0,40,1,5.71,-,-,-,0,0
Flavian Aponso,8,0,55,0,6.88,-,-,-,0,0
Steven Lubbers,10,0,51,1,5.10,-,-,-,0,0
Tim de Leede,2,0,9,0,4.50,-,-,-,0,0
Peter Cantrell,5,0,26,0,5.20,-,-,-,0,0
