BOWLING,O,M,R,W,ECON,0s,4s,6s,WD,NB
Matt Henry,7,0,29,3,4.14,29,4,0,1,0
Trent Boult,9,0,44,1,4.89,34,5,0,4,0
Lockie Ferguson,6.2,0,22,3,3.47,27,2,0,1,1
Colin de Grandhomme,2,0,14,1,7.00,5,0,1,0,0
James Neesham,3,0,21,1,7.00,7,0,1,1,1
Mitchell Santner,2,0,5,1,2.50,8,0,0,1,0
