BOWLING,O,M,R,W,ECON,0s,4s,6s,WD,NB
Daren Powell,10,2,53,2,5.30,40,7,1,0,0
Jerome Taylor,10,0,67,0,6.70,30,5,2,3,0
Corey Collymore,10,0,56,0,5.60,32,5,1,2,0
Chris Gayle,4,0,29,0,7.25,8,2,0,0,2
Dwayne Bravo,7,0,49,2,7.00,14,5,0,2,0
Marlon Samuels,9,0,58,1,6.44,20,3,2,1,1
