BOWLING,O,M,R,W,ECON,0s,4s,6s,WD,NB
Iain Wardlaw,5,0,57,1,11.40,13,6,4,1,0
Rob Taylor,5,0,29,1,5.80,19,6,0,0,0
Josh Davey,5,1,38,1,7.60,16,6,1,1,0
Michael Leask,0.2,0,7,0,21.00,1,0,1,1,0
