BATSMEN,,R,B,M,4s,6s,SR
Neil Johnson,lbw b Azhar Mahmood,54,94,120,5,0,57.45
Grant Flower,b Shoaib Akhtar,2,9,24,0,0,22.22
Murray Goodwin,c Shahid Afridi b Abdul Razzaq,4,15,17,0,0,26.67
Andy Flower,b Abdul Razzaq,4,12,16,0,0,33.33
Alistair Campbell,c Wasim Akram b Abdul Razzaq,3,7,7,0,0,42.86
Guy Whittall,c Shahid Afridi b Azhar Mahmood,16,31,38,2,0,51.61
Heath Streak,not out,16,31,62,1,0,51.61
Paul Strang,c Azhar Mahmood b Shoaib Akhtar,5,15,21,0,0,33.33
Henry Olonga,st Moin Khan b Saqlain Mushtaq,5,31,23,0,0,16.13
Adam Huckle,st Moin Khan b Saqlain Mushtaq,0,1,1,0,0,0.00
Pommie Mbangwa,lbw b Saqlain Mushtaq,0,1,1,0,0,0.00
