BOWLING,O,M,R,W,ECON,0s,4s,6s,WD,NB
Tim Southee,8,1,82,2,10.25,24,10,5,1,0
Trent Boult,10,3,44,4,4.40,44,3,3,2,0
Daniel Vettori,6.3,0,58,2,8.92,12,2,5,0,0
Adam Milne,4,0,42,1,10.50,8,6,1,2,0
Corey Anderson,2,0,24,1,12.00,5,2,2,1,0
