BOWLING,O,M,R,W,ECON,0s,4s,6s,WD,NB
Michael Mason,9,0,29,2,3.22,40,2,0,1,1
Shane Bond,8,2,19,1,2.38,39,3,0,1,0
James Franklin,7.2,2,20,2,2.73,34,2,0,0,0
Craig McMillan,10,0,39,0,3.90,36,2,1,0,0
Daniel Vettori,10,0,45,2,4.50,41,0,3,0,4
Jacob Oram,5,0,29,0,5.80,15,4,0,0,1
