BOWLING,O,M,R,W,ECON,0s,4s,6s,WD,NB
Sheldon Cottrell,4,0,18,1,4.50,17,3,0,1,0
Jason Holder,5,0,42,3,8.40,15,2,3,0,0
Andre Russell,3,1,4,2,1.33,14,0,0,0,0
Carlos Brathwaite,4,0,14,0,3.50,14,1,0,0,0
Oshane Thomas,5.4,0,27,4,4.76,21,3,0,1,2
