BOWLING,O,M,R,W,ECON,0s,4s,6s,WD,NB
Shoaib Akhtar,9,0,70,1,7.78,34,7,4,3,3
Abdur Rehman,10,0,60,1,6.00,29,2,3,1,0
Umar Gul,10,1,32,3,3.20,41,2,1,2,0
Abdul Razzaq,4,0,49,0,12.25,11,5,3,4,0
Shahid Afridi,10,0,55,1,5.50,25,2,2,0,0
Mohammad Hafeez,7,0,26,1,3.71,20,0,0,1,0
