BOWLING,O,M,R,W,ECON,0s,4s,6s,WD,NB
Geoff Allott,10,0,37,4,3.70,36,2,0,2,2
Dion Nash,8,1,30,0,3.75,31,3,0,0,0
Chris Cairns,7,0,44,0,6.29,17,4,0,2,1
Gavin Larsen,10,2,26,0,2.60,41,2,0,1,0
Chris Harris,10,0,50,2,5.00,26,4,0,0,0
Nathan Astle,5,0,16,1,3.20,18,1,0,0,0
