BOWLING,O,M,R,W,ECON,0s,4s,6s,WD,NB
Andy Caddick,10,4,19,0,1.90,53,2,0,1,2
James Anderson,10,1,25,4,2.50,50,3,0,1,0
Andrew Flintoff,10,2,29,1,2.90,46,4,0,1,0
Craig White,10,3,22,2,2.20,44,1,0,0,0
Ian Blackwell,10,0,37,2,3.70,38,4,0,1,0
