BOWLING,O,M,R,W,ECON,0s,4s,6s,WD,NB
Bob Willis,11,2,20,1,1.82,-,-,-,0,0
Mike Hendrick,12,2,24,0,2.00,-,-,-,0,0
Chris Old,12,2,33,1,2.75,-,-,-,0,0
Sir Ian Botham,8,0,32,0,4.00,-,-,-,0,0
Phil Edmonds,11,1,25,1,2.27,-,-,-,0,0
Sir Geoff Boycott,6,0,15,2,2.50,-,-,-,0,0
