BOWLING,O,M,R,W,ECON,0s,4s,6s,WD,NB
Phil DeFreitas,10,1,42,3,4.20,-,-,-,0,0
Neil Foster,10,1,35,1,3.50,-,-,-,0,0
Gladstone Small,10,1,47,2,4.70,-,-,-,0,0
Derek Pringle,10,0,54,0,5.40,-,-,-,0,0
John Emburey,10,0,51,0,5.10,-,-,-,0,0
