BOWLING,O,M,R,W,ECON,0s,4s,6s,WD,NB
Thomas Odoyo,5,1,18,0,3.60,20,2,0,0,0
Elijah Otieno,8.3,0,45,1,5.29,34,6,1,4,1
Nehemiah Odhiambo,10,0,45,2,4.50,41,8,0,0,0
James Ngoche,10,2,26,1,2.60,46,3,0,1,0
Jimmy Kamande,5,0,25,0,5.00,15,0,1,1,0
Collins Obuya,2,0,15,0,7.50,2,0,0,1,0
Steve Tikolo,5,1,24,0,4.80,19,2,1,0,0
