BOWLING,O,M,R,W,ECON,0s,4s,6s,WD,NB
Sir Curtly Ambrose,10,0,46,0,4.60,-,-,-,0,0
Winston Benjamin,10,1,49,0,4.90,-,-,-,0,0
Anderson Cummins,10,1,38,3,3.80,-,-,-,0,0
Carl Hooper,10,0,40,1,4.00,-,-,-,0,0
Phil Simmons,10,1,40,2,4.00,-,-,-,0,0
