BOWLING,O,M,R,W,ECON,0s,4s,6s,WD,NB
Craig McDermott,10,0,44,5,4.40,-,-,-,0,0
Bruce Reid,10,2,41,2,4.10,-,-,-,0,0
Steve Waugh,9,1,51,1,5.67,-,-,-,0,0
Simon O'Donnell,10,1,45,0,4.50,-,-,-,0,0
Tim May,6,0,36,0,6.00,-,-,-,0,0
Allan Border,4,0,26,1,6.50,-,-,-,0,0
