BOWLING,O,M,R,W,ECON,0s,4s,6s,WD,NB
Ravi Ratnayeke,8,1,37,0,4.63,-,-,-,0,0
Vinothen John,6,2,19,0,3.17,-,-,-,0,0
Ashantha de Mel,4.2,0,34,0,7.85,-,-,-,0,0
Sridharan Jeganathan,10,0,45,2,4.50,-,-,-,0,0
Don Anurasiri,10,0,45,0,4.50,-,-,-,0,0
Aravinda de Silva,3,0,25,0,8.33,-,-,-,0,0
