BOWLING,O,M,R,W,ECON,0s,4s,6s,WD,NB
Nathan Bracken,4,0,27,0,6.75,14,2,1,1,0
Shaun Tait,6,0,32,3,5.33,22,4,0,4,1
Glenn McGrath,4,0,25,2,6.25,12,3,0,0,1
Brad Hogg,6.5,1,29,4,4.24,23,2,0,1,0
Shane Watson,5,0,20,1,4.00,19,1,0,1,0
