BOWLING,O,M,R,W,ECON,0s,4s,6s,WD,NB
Michael Mason,3,0,27,0,9.00,7,2,1,1,1
James Franklin,8,0,74,3,9.25,27,10,2,1,5
Jeetan Patel,10,0,48,2,4.80,25,2,0,0,1
Daniel Vettori,10,0,60,0,6.00,19,4,0,0,2
Scott Styris,10,0,50,1,5.00,28,3,1,2,0
Mark Gillespie,6,0,67,0,11.17,8,8,2,0,1
Craig McMillan,3,0,21,0,7.00,5,2,0,0,0
