BOWLING,O,M,R,W,ECON,0s,4s,6s,WD,NB
Chaminda Vaas,9,3,37,0,4.11,-,-,-,2,0
Ravindra Pushpakumara,8,0,53,1,6.63,-,-,-,7,0
Muttiah Muralitharan,10,1,42,0,4.20,-,-,-,1,0
Kumar Dharmasena,9,0,53,1,5.89,-,-,-,1,0
Sanath Jayasuriya,10,0,52,0,5.20,-,-,-,0,0
Arjuna Ranatunga,4,0,23,0,5.75,-,-,-,0,0
