BATSMEN,,R,B,M,4s,6s,SR
Kyle Coetzer,c Soumya Sarkar b Nasir Hossain,156,134,198,17,4,116.42
Calum MacLeod,c Mahmudullah b Mashrafe Mortaza,11,11,9,2,0,100.00
Hamish Gardiner,c Soumya Sarkar b Taskin Ahmed,19,32,29,3,0,59.38
Matt Machan,c & b Sabbir Rahman,35,50,65,2,1,70.00
Preston Mommsen,c Soumya Sarkar b Nasir Hossain,39,38,84,2,1,102.63
Richie Berrington,c Mushfiqur Rahim b Taskin Ahmed,26,16,27,1,2,162.50
Matthew Cross,c Sabbir Rahman b Taskin Ahmed,20,14,23,1,1,142.86
Josh Davey,not out,4,3,8,0,0,133.33
Majid Haq,c Soumya Sarkar b Shakib Al Hasan,1,3,2,0,0,33.33
Alasdair Evans,not out,0,0,1,0,0,0.00
