BOWLING,O,M,R,W,ECON,0s,4s,6s,WD,NB
Glenn McGrath,10,1,34,3,3.40,42,2,0,1,2
Damien Fleming,9,1,33,2,3.67,33,3,0,1,0
Paul Reiffel,10,1,30,0,3.00,45,4,0,0,0
Tom Moody,10,0,41,1,4.10,34,1,1,1,0
Mark Waugh,1,0,7,0,7.00,2,0,0,0,0
Shane Warne,6.2,0,49,0,7.74,16,1,4,1,0
Steve Waugh,2,0,8,2,4.00,7,1,0,0,0
