BATSMEN,,R,B,M,4s,6s,SR
Dimuth Karunaratne,c Najibullah Zadran b Mohammad Nabi,30,45,57,3,0,66.67
Kusal Perera,c Mohammad Shahzad b Rashid Khan,78,81,150,8,0,96.30
Lahiru Thirimanne,b Mohammad Nabi,25,34,39,1,0,73.53
Kusal Mendis,c Rahmat Shah b Mohammad Nabi,2,2,4,0,0,100.00
Angelo Mathews,c Rahmat Shah b Mohammad Nabi,0,2,5,0,0,0.00
Dhananjaya de Silva,c Mohammad Shahzad b Hamid Hassan,0,4,7,0,0,0.00
Thisara Perera,run out (Hashmatullah Shahidi/Mohammad Shahzad),2,4,12,0,0,50.00
Isuru Udana,b Dawlat Zadran,10,21,22,0,1,47.62
Suranga Lakmal,not out,15,13,26,2,0,115.38
Lasith Malinga,b Dawlat Zadran,4,14,15,1,0,28.57
Nuwan Pradeep,b Rashid Khan,0,4,6,0,0,0.00
