BATSMEN,,R,B,M,4s,6s,SR
Mohammad Shahzad,c Karunaratne b Malinga,7,12,24,1,0,58.33
Hazratullah Zazai,c NLTC Perera b Pradeep,30,25,48,3,1,120.00
Rahmat Shah,c Mathews b Udana,2,11,18,0,0,18.18
Hashmatullah Shahidi,c MDKJ Perera b Pradeep,4,17,24,0,0,23.53
Mohammad Nabi,b NLTC Perera,11,16,21,1,0,68.75
Gulbadin Naib,lbw b Pradeep,23,32,56,2,0,71.88
Najibullah Zadran,run out (Karunaratne),43,56,92,6,0,76.79
Rashid Khan,b Pradeep,2,4,7,0,0,50.00
Dawlat Zadran,b Malinga,6,18,25,1,0,33.33
Hamid Hassan,b Malinga,6,5,12,0,1,120.00
Mujeeb Ur Rahman,not out,1,1,4,0,0,100.00
