BOWLING,O,M,R,W,ECON,0s,4s,6s,WD,NB
Wasim Akram,9.2,0,49,0,5.25,-,-,-,0,4
Waqar Younis,8,0,50,3,6.25,-,-,-,3,2
Mushtaq Ahmed,10,0,54,0,5.40,-,-,-,0,0
Aamer Sohail,6,0,35,0,5.83,-,-,-,2,2
Saqlain Mushtaq,10,1,38,2,3.80,-,-,-,1,0
Saleem Malik,1,0,5,0,5.00,-,-,-,0,0
