BATSMEN,,R,B,M,4s,6s,SR
Virender Sehwag,c Prior b Bresnan,35,26,34,6,0,134.62
Sachin Tendulkar,c Yardy b Anderson,120,115,170,10,5,104.35
Gautam Gambhir,b Swann,51,61,95,5,0,83.61
Yuvraj Singh,c Bell b Yardy,58,50,76,9,0,116.00
MS Dhoni,c sub (LJ Wright) b Bresnan,31,25,38,3,1,124.00
Yusuf Pathan,c Swann b Bresnan,14,8,12,1,1,175.00
Virat Kohli,b Bresnan,8,5,12,1,0,160.00
Harbhajan Singh,lbw b Bresnan,0,1,4,0,0,0.00
Zaheer Khan,run out (Bresnan/Prior),4,5,10,0,0,80.00
Piyush Chawla,run out (Anderson),2,4,5,0,0,50.00
Munaf Patel,not out,0,0,1,0,0,0.00
