BATSMEN,,R,B,M,4s,6s,SR
Chris Gayle,c Fleming b Adams,22,29,35,5,0,75.86
Wavell Hinds,c Styris b Adams,14,31,48,2,0,45.16
Brian Lara,run out (Vincent/Cairns),2,4,4,0,0,50.00
Shivnarine Chanderpaul,lbw b Oram,2,7,21,0,0,28.57
Carl Hooper,c Bond b Adams,3,11,8,0,0,27.27
Ramnaresh Sarwan,b Vettori,75,99,122,7,0,75.76
Ricardo Powell,b Oram,14,14,27,1,1,100.00
Ridley Jacobs,c Oram b Styris,50,73,96,3,1,68.49
Vasbert Drakes,not out,16,18,28,1,0,88.89
Nixon McLean,run out (Adams),5,7,9,0,0,71.43
Mervyn Dillon,b Adams,8,6,11,0,0,133.33
