BOWLING,O,M,R,W,ECON,0s,4s,6s,WD,NB
James Anderson,10,0,72,0,7.20,20,7,0,0,2
Stuart Broad,10,2,65,2,6.50,31,8,0,1,1
Tim Bresnan,10,0,49,1,4.90,31,5,0,1,0
Graeme Swann,10,0,35,2,3.50,37,1,1,0,0
Paul Collingwood,8,0,46,1,5.75,24,5,1,0,0
Kevin Pietersen,2,0,19,0,9.50,4,1,1,0,0
